"","SubjectID","EvaluatorID","Relationship","StartDate","EndDate","GritPas_2","GritPas_4","GritPas_22","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumMot_4","HumMot_5","HumMot_6","HumMot_9","HumMot_13","HumRec_9","HumRec_10","HumRec_12","HumRec_13","HumRec_14","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","GritPer_scale","GritPas_scale","HumMot_scale","HumRec_scale","Giver_scale","Matcher_scale","Taker_scale","avg_perf","year","class"
"31","P_02qTEGP1PX2qXIN","P_9EMODwtR20uy14F","Peer","1600065876","1600067079",5,6,6,2,4,4,6,6,5,6,6,5,6,5,6,6,5,5,4,6,3,5,6,5,5,4,6,2,4,6,3,2,2,2,2,91,92,85,93,94,5.6,4.71428571428571,5.6,4.6,5.2,3.75,2,91,"2020","2022"
"32","P_02qTEGP1PX2qXIN","P_esA6TbZgQzWfjAF","Manager","1599811292","1600159210",6,4,6,4,4,2,6,7,6,6,7,7,7,7,7,7,4,4,4,7,4,5,6,4,4,6,6,2,6,4,2,4,4,4,2,99,99,99,99,99,6.6,4.57142857142857,6.4,4.8,5.2,3.5,3.5,99,"2020","2022"
"33","P_02qTEGP1PX2qXIN","P_7VPS07oIpiEX8Oh","DirectReport","1601283466","1601284195",4,5,6,3,6,4,5,6,6,6,6,6,6,6,6,6,6,5,4,6,5,6,6,6,6,5,6,3,5,6,5,4,4,4,4,92,92,93,93,92,6,4.71428571428571,6,5.2,5.8,4.75,4,92.4,"2020","2022"
"34","P_02qTEGP1PX2qXIN","P_3wO17RXZvQWoUHb","Peer","1601285707","1601323647",4,4,6,2,5,1,5,7,5,7,7,6,7,4,7,5,6,3,4,5,4,5,6,7,7,6,6,3,4,7,1,5,4,2,1,100,100,100,100,100,6.4,3.85714285714286,5.8,4.2,6.4,3.75,3,100,"2020","2022"
"35","P_02qTEGP1PX2qXIN","P_6KXy9P1yQzBtBul","Manager","1600071270","1600780942",7,7,7,4,5,4,6,7,2,7,7,7,7,6,7,6,7,6,7,7,5,6,6,7,7,7,6,1,4,7,1,4,4,4,1,100,100,100,100,100,6,5.71428571428571,6.6,6.2,6.6,3.25,3.25,100,"2020","2022"
"36","P_03d9TFaOPzmWBud","P_03d9TFaOPzmWBud","Self","1600518613","1600520483",1,1,2,6,7,5,5,6,3,6,5,6,5,5,5,6,7,7,3,2,3,7,7,5,7,5,5,3,3,6,3,1,4,3,6,80,90,90,85,80,5.2,3.85714285714286,5.6,4.4,5.8,3.75,3.5,85,"2020","2021"
"37","P_03d9TFaOPzmWBud","P_6tFdSx1xwyrgxfv","Fellow Student","1600423322","1600424629",5,4,5,4,5,3,4,5,6,6,5,4,4,4,4,6,4,6,4,4,4,4,7,7,5,5,7,5,4,7,5,4,4,4,4,51,NA,NA,NA,NA,5.2,4.28571428571429,4.4,4.4,6.2,5.25,4,51,"2020","2021"
"38","P_03d9TFaOPzmWBud","P_56hZJmaKpAwfghL","Fellow Student","1601241404","1601242110",5,3,4,3,4,4,4,5,5,5,3,5,3,3,3,5,4,4,4,5,4,3,6,3,4,4,6,5,5,5,4,3,5,3,5,70,85,80,75,80,4.6,3.85714285714286,3.6,4,4.6,4.75,4,78,"2020","2021"
"39","P_03d9TFaOPzmWBud","P_5bvBw55EODjhRUF","Fellow Student","1601237686","1601239252",4,3,5,3,5,3,4,5,3,4,5,5,5,5,5,6,5,3,5,5,3,5,6,5,7,2,3,3,3,2,2,6,7,3,6,61,39,89,NA,59,4.4,3.85714285714286,5.2,4.2,4.6,2.5,5.5,62,"2020","2021"
"40","P_03d9TFaOPzmWBud","P_6sOfSz1BybogEaF","Fellow Student","1601843842","1601844741",6,6,7,2,4,2,4,7,6,7,6,4,5,5,6,7,6,7,4,6,4,6,6,5,6,6,5,4,7,5,2,6,6,6,4,95,96,93,97,98,6,4.42857142857143,5.8,5.4,5.6,4.5,5.5,95.8,"2020","2021"
"41","P_03d9TFaOPzmWBud","P_5o5Rn5yivgn0c61","Fellow Student","1601040111","1601042215",4,4,4,2,5,5,4,6,4,6,4,4,4,6,3,6,4,6,4,5,6,6,6,4,4,5,4,4,4,4,2,2,2,4,2,89,90,68,88,78,4.8,4,4.6,5.4,4.6,3.5,2.5,82.6,"2020","2021"
"42","P_03d9TFaOPzmWBud","P_56DZgyqKLaFjFfn","Fellow Student","1600724501","1600864173",2,5,4,2,2,3,4,NA,5,5,4,4,4,NA,5,5,4,NA,NA,4,4,5,5,NA,4,3,6,3,4,5,3,4,6,5,4,49,48,80,NA,NA,4.5,3.14285714285714,4.5,4.33333333333333,4.5,3.75,4.75,59,"2020","2021"
"43","P_03d9TFaOPzmWBud","P_bvEfUZbvduME7gp","Fellow Student","1601918392","1601919726",5,3,4,3,5,3,3,6,5,6,5,5,4,6,6,5,6,4,4,4,5,5,6,5,6,5,6,4,5,4,2,3,3,2,2,92,80,93,89,97,5.4,3.71428571428571,5.4,4.4,5.6,3.75,2.5,90.2,"2020","2021"
"44","P_064Qfq9ALsCM8vj","P_eWkVDMchd9Ysu3z","Fellow Student","1601325642","1601326617",6,6,6,6,7,6,7,7,5,6,7,6,6,4,7,7,6,6,4,6,3,6,7,7,7,7,7,3,7,4,1,2,2,1,1,73,85,93,81,86,6.2,6.28571428571429,6,5,7,3.75,1.5,83.6,"2020","2021"
"45","P_064Qfq9ALsCM8vj","P_0wus5HzciNQi8Ad","Peer","1601040439","1601045504",6,6,7,5,6,6,6,7,6,5,7,7,5,6,7,7,6,5,6,5,6,5,7,6,7,7,6,2,6,5,2,2,4,2,1,95,80,100,85,95,6.4,6,6.2,5.4,6.6,3.75,2.25,91,"2020","2021"
"46","P_064Qfq9ALsCM8vj","P_9QxM15JbQC4fXal","Peer","1601328132","1601330822",7,5,5,7,2,2,4,7,7,7,7,6,6,5,6,7,7,6,4,4,5,7,4,6,7,5,7,1,6,7,1,5,1,6,1,90,95,90,100,95,6.8,4.57142857142857,6.2,5.2,5.8,3.75,3.25,94,"2020","2021"
"47","P_06tsn8Cq6RkhgWh","P_06tsn8Cq6RkhgWh","Self","1600953660","1600954475",2,3,5,2,3,5,4,7,6,6,7,6,6,7,5,7,7,6,5,6,5,7,6,5,6,5,4,2,4,3,3,3,2,5,4,72,90,95,61,76,6.4,3.42857142857143,6.4,5.8,5.2,3,3.5,78.8,"2020","2022"
"48","P_06tsn8Cq6RkhgWh","P_cOsh7QcuaXSPMGx","Peer","1600959907","1601122437",7,7,7,6,6,7,7,6,7,5,7,5,6,6,5,6,6,3,5,7,5,6,5,3,6,5,5,3,6,3,3,5,5,6,3,70,70,75,80,75,6,6.71428571428571,5.8,5.2,4.8,3.75,4.75,74,"2020","2022"
"49","P_07EUWltvP0skYTP","P_07EUWltvP0skYTP","Self","1601461156","1601461669",7,3,5,5,6,6,6,7,6,7,7,6,7,7,7,7,7,6,6,7,7,7,7,6,7,5,6,6,6,5,3,7,5,5,3,70,62,100,92,72,6.6,5.42857142857143,7,6.6,6.2,5,5,79.2,"2020","2021"
"50","P_07EUWltvP0skYTP","P_b1ngJAwWsoceMEl","Fellow Student","1601021371","1601045052",4,4,6,2,3,2,4,6,5,6,6,4,6,6,4,6,6,5,4,6,5,6,5,5,4,5,4,4,5,5,2,4,4,3,3,61,61,78,NA,64,5.4,3.57142857142857,5.6,5.2,4.6,4,3.5,66,"2020","2021"
"51","P_07EUWltvP0skYTP","P_8rdND3XPSWAhqZL","Fellow Student","1601159726","1601162181",6,4,7,3,4,5,6,4,6,4,6,3,4,5,6,6,6,7,6,4,3,5,6,3,6,6,5,2,4,6,1,6,4,5,3,NA,NA,72,NA,61,4.6,5,5.4,5,5.2,3.25,4.5,66.5,"2020","2021"
"52","P_07EUWltvP0skYTP","P_byoXqTEjpc2qmJ7","Fellow Student","1601909698","1601910010",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,70,61,71,82,6,6,6,6,6,6,6,68.8,"2020","2021"
"53","P_07EUWltvP0skYTP","P_eWkVDMchd9Ysu3z","Fellow Student","1600854620","1601325613",5,5,6,4,5,4,5,7,5,6,6,6,6,4,7,4,4,5,4,7,3,6,4,5,7,4,4,7,6,7,7,6,6,1,5,66,71,79,66,67,6,4.85714285714286,5,5,4.8,6.75,4.5,69.8,"2020","2021"
"54","P_07EUWltvP0skYTP","P_0wEC65Ql0JfclFz","Fellow Student","1601466163","1601467076",7,3,6,3,3,3,6,5,5,7,5,7,5,5,3,6,6,6,5,5,5,5,7,6,6,4,4,5,5,3,6,5,5,5,4,70,70,80,79,77,5.8,4.42857142857143,5,5.2,5.4,4.75,4.75,75.2,"2020","2021"
"55","P_07HOTA1yYqwkBtr","P_07HOTA1yYqwkBtr","Self","1601326599","1601816346",3,3,2,3,5,3,3,5,3,5,5,1,6,5,3,5,5,3,6,5,7,6,4,3,6,4,4,4,3,5,1,3,4,6,3,69,70,81,65,71,3.8,3.14285714285714,4.8,5.4,4.2,3.25,4,71.2,"2020","2021"
"56","P_07HOTA1yYqwkBtr","P_5mWcAmozI4wXKZL","Fellow Student","1601811863","1601818860",4,4,4,4,7,4,4,7,4,4,7,4,7,7,7,2,4,4,4,7,4,7,7,4,7,4,4,1,4,4,4,4,4,1,1,90,90,97,90,85,5.2,4.42857142857143,5.4,5.2,5.2,3.25,2.5,90.4,"2020","2021"
"57","P_07HOTA1yYqwkBtr","P_6PbAUjlTDV33tBP","Fellow Student","1600963164","1600965212",3,6,6,6,6,5,5,7,7,5,7,2,5,5,4,5,6,2,4,7,4,6,5,5,7,6,7,1,4,1,4,4,1,5,1,87,67,62,94,83,5.6,5.28571428571429,5,4.6,6,2.5,2.75,78.6,"2020","2021"
"58","P_07HOTA1yYqwkBtr","P_4U6mmJ4CVnCHHEh","Fellow Student","1600977964","1600983488",4,5,6,5,6,5,6,7,6,5,7,3,5,3,3,5,5,6,5,6,5,5,3,3,5,3,2,5,3,5,3,5,5,5,5,70,80,65,75,75,5.6,5.28571428571429,4.2,5.4,3.2,4,5,73,"2020","2021"
"59","P_07HOTA1yYqwkBtr","P_e9YX1Hx6KYlMX8F","Fellow Student","1601019348","1601020281",6,6,6,4,6,4,5,6,6,6,6,5,4,5,6,4,4,6,4,6,4,6,5,5,5,5,5,4,5,2,2,2,4,3,2,65,65,69,77,72,5.8,5.28571428571429,4.6,5.2,5,3.25,2.75,69.6,"2020","2021"
"60","P_07HOTA1yYqwkBtr","P_2a6DvSueWm3Wh5X","Fellow Student","1601802518","1601814838",6,6,5,4,5,5,5,7,7,6,6,6,6,4,5,6,6,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,4,5,4,73,85,72,78,79,6.4,5.14285714285714,5.4,5,4.6,4.25,4.25,77.4,"2020","2021"
"61","P_07HOTA1yYqwkBtr","P_3yowcGiD02xyKfX","Fellow Student","1600777847","1600786605",7,7,6,4,4,3,6,5,3,6,5,5,5,6,4,7,3,6,6,5,6,6,5,5,6,4,5,3,5,5,4,3,3,3,3,80,70,50,90,75,4.8,5.28571428571429,5,5.8,5,4.25,3,73,"2020","2021"
"62","P_07XmTVo12wtO9il","P_07XmTVo12wtO9il","Self","1599663289","1601330292",4,5,6,5,7,6,7,6,5,6,6,7,6,6,6,3,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,2,6,76,76,88,84,80,6,5.71428571428571,5.4,5.8,6,6,4.5,80.8,"2020","2021"
"63","P_07XmTVo12wtO9il","P_e3wYIX6QryiCTLD","Fellow Student","1601017168","1601030121",4,4,1,1,3,2,6,6,2,7,7,3,7,4,6,4,5,5,2,7,2,5,7,6,7,7,7,1,7,7,1,2,2,1,1,70,65,95,70,70,5,3,5.2,4.2,6.8,4,1.5,74,"2020","2021"
"64","P_07XmTVo12wtO9il","P_0HWnWYbtGxokyTX","Fellow Student","1601029700","1601031570",7,5,5,1,2,7,5,4,2,3,2,3,2,1,3,6,2,2,1,1,2,2,1,1,1,2,2,6,1,1,1,2,7,6,7,51,81,30,59,47,2.8,4.57142857142857,2.8,1.6,1.4,2.25,5.5,53.6,"2020","2021"
"65","P_07XmTVo12wtO9il","P_40FPgy9HENqCFXn","Fellow Student","1600762219","1600767612",5,6,6,3,7,3,4,5,6,5,5,3,6,5,5,6,4,6,3,4,3,7,6,5,5,3,6,1,6,5,1,2,1,3,5,80,50,60,60,80,4.8,4.85714285714286,5.2,4.6,5,3.25,2.75,66,"2020","2021"
"66","P_07XmTVo12wtO9il","P_79TO1yHGxW8DlC5","Peer","1601233919","1601236811",4,6,5,2,4,4,5,6,5,6,5,5,6,5,6,6,5,5,4,5,3,6,6,6,6,6,6,2,4,2,2,2,3,3,2,80,80,90,80,85,5.4,4.28571428571429,5.6,4.6,6,2.5,2.5,83,"2020","2021"
"67","P_07XmTVo12wtO9il","P_d3RFiKdTOHDl6OV","Fellow Student","1601311356","1601312025",5,6,3,2,4,3,4,3,3,5,5,3,5,4,5,6,4,4,2,4,2,4,6,6,5,6,7,1,4,6,2,2,3,2,2,36,35,86,85,73,3.8,3.85714285714286,4.8,3.2,6,3.25,2.25,63,"2020","2021"
"68","P_07XmTVo12wtO9il","P_2ca3QRroXjm1lbv","Fellow Student","1600946617","1601370135",4,3,3,5,4,2,6,2,3,4,6,3,6,5,6,5,4,4,4,4,4,5,7,5,6,5,7,2,4,6,2,3,2,1,2,72,61,91,61,73,3.6,3.85714285714286,5.2,4.2,6,3.5,2,71.6,"2020","2021"
"69","P_07XmTVo12wtO9il","P_50gK0zmcGIeCs3r","Peer","1599673640","1599675768",5,6,7,4,5,4,6,6,6,6,6,5,6,6,5,6,6,5,5,7,6,7,7,7,6,6,6,3,5,4,4,3,5,6,4,97,91,90,100,99,5.8,5.28571428571429,5.8,6,6.4,4,4.5,95.4,"2020","2021"
"70","P_07XmTVo12wtO9il","P_0cdpK3YTuF5bXpz","Peer","1600153208","1600161867",6,4,4,4,7,4,4,7,7,6,7,6,6,6,4,5,6,4,6,6,7,7,7,6,5,6,6,4,6,4,4,4,4,4,1,95,95,75,95,90,6.6,4.71428571428571,5.4,6,6,4.5,3.25,90,"2020","2021"
"71","P_07XmTVo12wtO9il","P_7OPr4wVbSgLN0eF","Manager","1600334081","1600335249",5,4,6,4,4,4,6,6,5,7,5,6,6,5,7,6,6,6,6,6,4,7,6,6,6,5,7,2,6,7,6,4,6,2,1,65,NA,90,80,80,5.8,4.71428571428571,6,5.8,6,5.25,3.25,78.75,"2020","2021"
"72","P_07XmTVo12wtO9il","P_8oI2WuqPKOEbvzn","Manager","1601290100","1601291128",3,NA,NA,NA,5,NA,NA,NA,6,NA,6,5,7,5,7,7,NA,NA,NA,5,5,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,75,NA,80,NA,75,5.66666666666667,4,6.5,5,6,NA,2,76.6666666666667,"2020","2021"
"73","P_083y9hbOpJKhOJL","P_083y9hbOpJKhOJL","Self","1602013950","1602014895",6,2,6,2,7,6,6,7,6,2,6,3,7,3,4,5,6,6,7,4,7,7,7,7,7,5,6,1,6,6,1,4,4,4,2,85,75,75,61,75,4.8,5,5,6.2,6.4,3.5,3.5,74.2,"2020","2021"
"74","P_083y9hbOpJKhOJL","P_d6EEdE1ycTpfb1P","Fellow Student","1601307533","1601308082",5,5,5,2,6,5,5,5,6,3,5,3,3,3,2,5,3,5,3,3,2,3,6,5,5,3,3,5,3,5,5,5,3,3,3,71,71,65,85,73,4.4,4.71428571428571,3.2,3.2,4.4,4.5,3.5,73,"2020","2021"
"75","P_083y9hbOpJKhOJL","P_9RAcVevlO3TYWYR","Fellow Student","1601296085","1601299241",2,4,6,1,5,1,3,7,4,6,6,4,6,4,4,6,4,6,4,6,4,6,6,3,7,5,4,5,6,6,2,2,4,2,1,90,90,100,90,90,5.4,3.14285714285714,4.8,5.2,5,4.75,2.25,92,"2020","2021"
"76","P_083y9hbOpJKhOJL","P_1zRCqo4kOfBqcex","Fellow Student","1601305071","1601305991",6,6,6,3,5,4,6,6,6,6,6,4,5,5,6,5,6,5,5,6,5,5,6,6,6,7,6,2,5,6,3,2,4,3,2,86,91,84,84,90,5.6,5.14285714285714,5.4,5.2,6.2,4,2.75,87,"2020","2021"
"77","P_083y9hbOpJKhOJL","P_b9QEhMaJEQD84Yd","Fellow Student","1601029211","1601118488",3,5,6,6,6,5,5,7,6,7,6,5,6,4,5,7,6,6,5,5,4,6,6,4,6,6,5,3,4,5,2,3,3,3,2,75,90,85,85,80,6.2,5.14285714285714,5.6,5.2,5.4,3.5,2.75,83,"2020","2021"
